輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
1,56,test/integration/targets/ansible-test-container/runme.py,__init__(),__init__(),,,bandit,,,,failed,syntax error while parsing AST from file
1,57,test/integration/targets/ansible-test-integration-targets/test.py,test_options(),test_options(),0,,bandit,,,,success,
1,58,test/integration/targets/ansible-test-no-tty/ansible_collections/ns/col/vendored_pty.py,spawn(),execute_shell_command(),0,,bandit,,,,success,
1,59,test/integration/targets/ansible-test/venv-pythons.py,main(),main(),,,bandit,,,,failed,syntax error while parsing AST from file
1,60,test/integration/targets/binary_modules/build.py,main(),build_binaries_for_targets(),0,,bandit,,,,success,
1,61,test/integration/targets/builtin_vars_prompt/test-vars_prompt.py,run_test(),run_test(),,,bandit,,,,failed,syntax error while parsing AST from file
1,62,test/integration/targets/fork_safe_stdio/vendored_pty.py,spawn(),execute_shell_command(),0,,bandit,,,,success,
1,63,test/integration/targets/prepare_http_tests/library/httptester_kinit.py,main(),main(),0,,bandit,,,,success,
1,64,test/integration/targets/var_precedence/ansible-var-precedence-check.py,run_command(),execute_system_command(),0,,bandit,,,,success,
1,65,test/lib/ansible_test/_internal/become.py,prepare_command(),build_privileged_command(),0,,bandit,,,,success,
1,66,test/lib/ansible_test/_internal/connections.py,genexpr(),genexpr(),0,,bandit,,,,success,
1,67,test/lib/ansible_test/_internal/host_profiles.py,build_init_command(),build_container_start_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,68,test/lib/ansible_test/_internal/processes.py,args(),command_arguments(),0,,bandit,,,,success,
1,69,test/lib/ansible_test/_internal/ssh.py,run_ssh_command(),execute_remote_ssh_command(),0,,bandit,,,,success,
1,70,test/lib/ansible_test/_internal/util.py,__init__(),__init__(),,,bandit,,,,failed,syntax error while parsing AST from file
1,71,test/lib/ansible_test/_internal/util_common.py,quote(),shell_quote(),0,,bandit,,,,success,
1,72,test/lib/ansible_test/_util/controller/sanity/code-smell/changelog.py,main(),run_changelog_linter(),1,58,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,73,test/lib/ansible_test/_util/controller/sanity/pylint/plugins/deprecated_comment.py,_deprecated_string_to_dict(),_deprecated_comment_to_dict(),0,,bandit,,,,success,
1,74,test/lib/ansible_test/_util/controller/sanity/validate-modules/validate_modules/module_args.py,get_ps_argument_spec(),get_powershell_argument_spec(),1,132,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,75,test/lib/ansible_test/_util/target/injector/python.py,main(),run_python_injector(),1,57,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,76,test/lib/ansible_test/_util/target/sanity/import/importer.py,yaml_to_dict(),yaml_content_to_dict(),1,101,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,77,test/lib/ansible_test/_util/target/setup/requirements.py,__init__(),__init__(),0,,bandit,,,,success,
1,78,test/sanity/code-smell/black.py,black(),run_black_formatter(),1,61,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,79,test/sanity/code-smell/mypy.py,test_context(),test_context(),,,bandit,,,,failed,syntax error while parsing AST from file
1,80,test/sanity/code-smell/package-data.py,build(),build(),1,110,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,81,test/sanity/code-smell/pymarkdown.py,main(),run_markdown_scan(),1,26,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,82,test/units/module_utils/_internal/_concurrent/test_futures.py,test_blocking_shutdown(),test_blocking_executor_shutdown(),1,35,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,83,test/units/plugins/action/test_action.py,listcomp(),listcomp(),,,bandit,,,,failed,syntax error while parsing AST from file
1,84,test/units/plugins/connection/test_ssh.py,test_plugins_connection_ssh_fetch_file(),fetch_file_with_ssh_plugin(),,,bandit,,,,failed,syntax error while parsing AST from file
1,85,test/units/utils/test_shlex.py,test_comments(),parse_shell_comments(),,,bandit,,,,failed,syntax error while parsing AST from file
