檔案路徑,函式名稱,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,QueryTimes
providers/cncf/kubernetes/src/airflow/providers/cncf/kubernetes/operators/pod.py,kill_istio_sidecar,0,,,,,,,,,,
providers/cncf/kubernetes/tests/unit/cncf/kubernetes/test_template_rendering.py,test_get_k8s_pod_yaml,0,,,,,,,,,,
providers/docker/src/airflow/providers/docker/operators/docker_swarm.py,format_args,0,,,,,,,,,,
providers/edge3/src/airflow/providers/edge3/cli/worker.py,_launch_job_af2_10,failed,,,,,,,,,,
providers/edge3/src/airflow/providers/edge3/example_dags/integration_test.py,standard_tasks_group,0,,,,,,,,,,
providers/edge3/src/airflow/providers/edge3/example_dags/win_notepad.py,execute,0,,,,,,,,,,
providers/edge3/src/airflow/providers/edge3/example_dags/win_test.py,execute,0,,,,,,,,,,
providers/google/src/airflow/providers/google/cloud/hooks/cloud_sql.py,_generate_login_token,1 (Bandit),,,,,,,,,,1
providers/google/src/airflow/providers/google/cloud/hooks/compute_ssh.py,genexpr,0,,,,,,,,,,
providers/google/src/airflow/providers/google/cloud/hooks/dataflow.py,_create_dataflow_job_with_gcloud,1 (Bandit),,,,,,,,,,1
providers/google/src/airflow/providers/google/cloud/hooks/dataproc.py,_create_dataproc_cluster_with_gcloud,1 (Bandit),,,,,,,,,,1
providers/google/src/airflow/providers/google/cloud/operators/cloud_composer.py,_parse_cmd_to_args,0,,,,,,,,,,
providers/google/src/airflow/providers/google/cloud/operators/gcs.py,execute,failed,,,,,,,,,,
providers/google/src/airflow/providers/google/common/hooks/base_google.py,provide_authorized_gcloud,failed,,,,,,,,,,
providers/google/tests/unit/google/cloud/hooks/test_dataflow.py,genexpr,0,,,,,,,,,,
providers/google/tests/unit/google/cloud/utils/gcp_authenticator.py,gcp_restore_authentication,failed,,,,,,,,,,
providers/openlineage/tests/unit/openlineage/extractors/test_bash.py,test_extract_operator_bash_command_disabled,0,,,,,,,,,,
providers/openlineage/tests/unit/openlineage/plugins/test_adapter.py,test_emit_dag_complete_event,0,,,,,,,,,,
providers/openlineage/tests/unit/openlineage/plugins/test_utils.py,test_does_not_include_full_task_info,0,,,,,,,,,,
providers/openlineage/tests/unit/openlineage/utils/test_utils.py,test_dag_info,failed,,,,,,,,,,
providers/papermill/tests/system/papermill/conftest.py,remote_kernel,2 (Bandit),,,,,,,,,,1
providers/sftp/tests/unit/sftp/operators/test_sftp.py,test_file_transfer_with_intermediate_dir_put,0,,,,,,,,,,
providers/ssh/src/airflow/providers/ssh/hooks/ssh.py,exec_ssh_client_command,failed,,,,,,,,,,
providers/ssh/tests/unit/ssh/hooks/test_ssh.py,test_ssh_connection,1 (Bandit),,,,,,,,,,1
providers/ssh/tests/unit/ssh/operators/test_ssh.py,test_arg_checking,failed,,,,,,,,,,
providers/standard/src/airflow/providers/standard/example_dags/example_bash_decorator.py,get_file_stats,0,,,,,,,,,,
providers/standard/src/airflow/providers/standard/hooks/package_index.py,test_connection,failed,,,,,,,,,,
providers/standard/src/airflow/providers/standard/hooks/subprocess.py,run_command,1 (Bandit),,,,,,,,,,1
providers/standard/src/airflow/providers/standard/operators/bash.py,execute,0,,,,,,,,,,
providers/standard/src/airflow/providers/standard/operators/python.py,_get_airflow_version_from_target_env,2 (Bandit),,,,,,,,,,1
providers/standard/src/airflow/providers/standard/sensors/bash.py,poke,2 (Bandit),,,,,,,,,,1
providers/standard/src/airflow/providers/standard/utils/python_virtualenv.py,_generate_uv_cmd,0,,,,,,,,,,
providers/standard/tests/unit/standard/decorators/test_external_python.py,venv_python_with_cloudpickle_and_dill,0,,,,,,,,,,
providers/teradata/src/airflow/providers/teradata/hooks/bteq.py,execute_bteq_script_at_local,2 (Bandit+Semgrep),,,,,,,,,,1
providers/teradata/src/airflow/providers/teradata/utils/bteq_util.py,identify_os,failed,,,,,,,,,,
providers/teradata/src/airflow/providers/teradata/utils/encryption_utils.py,generate_encrypted_file_with_openssl,1 (Bandit),,,,,,,,,,1
scripts/ci/prek/breeze_cmd_line.py,is_regeneration_needed,6 (Bandit),,,,,,,,,,1
scripts/ci/prek/common_prek_utils.py,initialize_breeze_prek,0,,,,,,,,,,
